ciudad_nombre,area_hipotesis,area_confirmada,anio,mes,registros,hogares_unicos,duplicados_hogar,suma_fex_c18,suma_fex_c18_dedup,dif_fex_dedup,pct_dpto_esperado,pct_clase1,estado_geografico,observacion
Pasto,52,52,2024,Noviembre_ 2024,712,712,0,114142.0,114142.0,0.0,100.0,100.0,VALIDO,
Villavicencio,50,50,2024,Noviembre_ 2024,665,665,0,190306.0,190306.0,0.0,100.0,100.0,VALIDO,
Montería,23,23,2024,Noviembre_ 2024,485,485,0,140041.0,140041.0,0.0,100.0,100.0,VALIDO,
Cartagena,13,13,2024,Noviembre_ 2024,705,705,0,307904.0,307904.0,0.0,100.0,100.0,VALIDO,
Neiva,41,41,2024,Noviembre_ 2024,616,616,0,120934.0,120934.0,0.0,100.0,100.0,VALIDO,
Armenia,63,63,2024,Noviembre_ 2024,713,713,0,115726.0,115726.0,0.0,100.0,100.0,VALIDO,
Santa Marta,47,47,2024,Noviembre_ 2024,619,619,0,154957.0,154957.0,0.0,100.0,100.0,VALIDO,
Sincelejo,70,70,2024,Noviembre_ 2024,556,556,0,81387.0,81387.0,0.0,100.0,100.0,VALIDO,
Valledupar,20,20,2024,Noviembre_ 2024,531,531,0,154148.0,154148.0,0.0,100.0,100.0,VALIDO,
Popayán,19,19,2024,Noviembre_ 2024,661,661,0,109257.0,109257.0,0.0,100.0,100.0,VALIDO,
Tunja,15,15,2024,Noviembre_ 2024,632,632,0,64627.0,64627.0,0.0,100.0,100.0,VALIDO,
Riohacha,44,44,2024,Noviembre_ 2024,509,509,0,51907.0,51907.0,0.0,100.0,100.0,VALIDO,
Florencia,18,18,2024,Noviembre_ 2024,635,635,0,60838.0,60838.0,0.0,100.0,100.0,VALIDO,
Quibdó,27,27,2024,Noviembre_ 2024,651,651,0,38488.0,38488.0,0.0,100.0,100.0,VALIDO,
Bogotá D.C.,11,11,2024,Octubre_2024,819,819,0,3084618.0,3084618.0,0.0,100.0,100.0,VALIDO,
Medellín A.M.,05,05,2024,Octubre_2024,975,975,0,1539417.0,1539417.0,0.0,100.0,100.0,VALIDO,
Cali A.M.,76,76,2024,Octubre_2024,855,855,0,821582.0,821582.0,0.0,100.0,100.0,VALIDO,
Barranquilla A.M.,08,08,2024,Octubre_2024,641,641,0,587638.0,587638.0,0.0,100.0,100.0,VALIDO,
Bucaramanga A.M.,68,68,2024,Octubre_2024,735,735,0,432552.0,432552.0,0.0,100.0,100.0,VALIDO,
Manizales A.M.,17,17,2024,Octubre_2024,946,946,0,184986.0,184986.0,0.0,100.0,100.0,VALIDO,
Pereira A.M.,66,66,2024,Octubre_2024,962,962,0,245365.0,245365.0,0.0,100.0,100.0,VALIDO,
Cúcuta A.M.,54,54,2024,Octubre_2024,687,687,0,319226.0,319226.0,0.0,100.0,100.0,VALIDO,
Ibagué,73,73,2024,Octubre_2024,554,554,0,195516.0,195516.0,0.0,100.0,100.0,VALIDO,
Pasto,52,52,2024,Octubre_2024,723,723,0,113936.0,113936.0,0.0,100.0,100.0,VALIDO,
Villavicencio,50,50,2024,Octubre_2024,684,684,0,189965.0,189965.0,0.0,100.0,100.0,VALIDO,
Montería,23,23,2024,Octubre_2024,475,475,0,139760.0,139760.0,0.0,100.0,100.0,VALIDO,
Cartagena,13,13,2024,Octubre_2024,699,699,0,307267.0,307267.0,0.0,100.0,100.0,VALIDO,
Neiva,41,41,2024,Octubre_2024,632,632,0,120715.0,120715.0,0.0,100.0,100.0,VALIDO,
Armenia,63,63,2024,Octubre_2024,749,749,0,115497.0,115497.0,0.0,100.0,100.0,VALIDO,
Santa Marta,47,47,2024,Octubre_2024,628,628,0,154635.0,154635.0,0.0,100.0,100.0,VALIDO,
Sincelejo,70,70,2024,Octubre_2024,570,570,0,81229.0,81229.0,0.0,100.0,100.0,VALIDO,
Valledupar,20,20,2024,Octubre_2024,556,556,0,153760.0,153760.0,0.0,100.0,100.0,VALIDO,
Popayán,19,19,2024,Octubre_2024,668,668,0,109069.0,109069.0,0.0,100.0,100.0,VALIDO,
Tunja,15,15,2024,Octubre_2024,637,637,0,64485.0,64485.0,0.0,100.0,100.0,VALIDO,
Riohacha,44,44,2024,Octubre_2024,517,517,0,51732.0,51732.0,0.0,100.0,100.0,VALIDO,
Florencia,18,18,2024,Octubre_2024,660,660,0,60674.0,60674.0,0.0,100.0,100.0,VALIDO,
Quibdó,27,27,2024,Octubre_2024,668,668,0,38428.0,38428.0,0.0,100.0,100.0,VALIDO,
Bogotá D.C.,11,11,2024,Septiembre_2024,812,812,0,3078056.0,3078056.0,0.0,100.0,100.0,VALIDO,
Medellín A.M.,05,05,2024,Septiembre_2024,978,978,0,1534986.0,1534986.0,0.0,100.0,100.0,VALIDO,
Cali A.M.,76,76,2024,Septiembre_2024,852,852,0,819983.0,819983.0,0.0,100.0,100.0,VALIDO,
Barranquilla A.M.,08,08,2024,Septiembre_2024,642,642,0,586391.0,586391.0,0.0,100.0,100.0,VALIDO,
Bucaramanga A.M.,68,68,2024,Septiembre_2024,735,735,0,431674.0,431674.0,0.0,100.0,100.0,VALIDO,
Manizales A.M.,17,17,2024,Septiembre_2024,947,947,0,184592.0,184592.0,0.0,100.0,100.0,VALIDO,
Pereira A.M.,66,66,2024,Septiembre_2024,957,957,0,244870.0,244870.0,0.0,100.0,100.0,VALIDO,
Cúcuta A.M.,54,54,2024,Septiembre_2024,691,691,0,318686.0,318686.0,0.0,100.0,100.0,VALIDO,
Ibagué,73,73,2024,Septiembre_2024,559,559,0,195194.0,195194.0,0.0,100.0,100.0,VALIDO,
Pasto,52,52,2024,Septiembre_2024,723,723,0,113731.0,113731.0,0.0,100.0,100.0,VALIDO,
Villavicencio,50,50,2024,Septiembre_2024,680,680,0,189625.0,189625.0,0.0,100.0,100.0,VALIDO,
Montería,23,23,2024,Septiembre_2024,485,485,0,139480.0,139480.0,0.0,100.0,100.0,VALIDO,
Cartagena,13,13,2024,Septiembre_2024,721,721,0,306636.0,306636.0,0.0,100.0,100.0,VALIDO,
Neiva,41,41,2024,Septiembre_2024,647,647,0,120496.0,120496.0,0.0,100.0,100.0,VALIDO,
Armenia,63,63,2024,Septiembre_2024,719,719,0,115270.0,115270.0,0.0,100.0,100.0,VALIDO,
Santa Marta,47,47,2024,Septiembre_2024,635,635,0,154316.0,154316.0,0.0,100.0,100.0,VALIDO,
Sincelejo,70,70,2024,Septiembre_2024,578,578,0,81071.0,81071.0,0.0,100.0,100.0,VALIDO,
Valledupar,20,20,2024,Septiembre_2024,565,565,0,153375.0,153375.0,0.0,100.0,100.0,VALIDO,
Popayán,19,19,2024,Septiembre_2024,693,693,0,108882.0,108882.0,0.0,100.0,100.0,VALIDO,
Tunja,15,15,2024,Septiembre_2024,645,645,0,64344.0,64344.0,0.0,100.0,100.0,VALIDO,
Riohacha,44,44,2024,Septiembre_2024,531,531,0,51560.0,51560.0,0.0,100.0,100.0,VALIDO,
Florencia,18,18,2024,Septiembre_2024,664,664,0,60511.0,60511.0,0.0,100.0,100.0,VALIDO,
Quibdó,27,27,2024,Septiembre_2024,677,677,0,38368.0,38368.0,0.0,100.0,100.0,VALIDO,
Bogotá D.C.,11,11,2025,Abril 2025,805,805,0,3124365.0,3124365.0,0.0,100.0,100.0,VALIDO,
Medellín A.M.,05,05,2025,Abril 2025,999,999,0,1566389.0,1566389.0,0.0,100.0,100.0,VALIDO,
Cali A.M.,76,76,2025,Abril 2025,806,806,0,831251.0,831251.0,0.0,100.0,100.0,VALIDO,
Barranquilla A.M.,08,08,2025,Abril 2025,658,658,0,595194.0,595194.0,0.0,100.0,100.0,VALIDO,
Bucaramanga A.M.,68,68,2025,Abril 2025,727,727,0,437865.0,437865.0,0.0,100.0,100.0,VALIDO,
Manizales A.M.,17,17,2025,Abril 2025,973,973,0,187369.0,187369.0,0.0,100.0,100.0,VALIDO,
Pereira A.M.,66,66,2025,Abril 2025,876,876,0,248370.0,248370.0,0.0,100.0,100.0,VALIDO,
Cúcuta A.M.,54,54,2025,Abril 2025,660,660,0,322472.0,322472.0,0.0,100.0,100.0,VALIDO,
Ibagué,73,73,2025,Abril 2025,552,552,0,197461.0,197461.0,0.0,100.0,100.0,VALIDO,
Pasto,52,52,2025,Abril 2025,730,730,0,115176.0,115176.0,0.0,100.0,100.0,VALIDO,
Villavicencio,50,50,2025,Abril 2025,704,704,0,192016.0,192016.0,0.0,100.0,100.0,VALIDO,
Montería,23,23,2025,Abril 2025,479,479,0,141448.0,141448.0,0.0,100.0,100.0,VALIDO,
Cartagena,13,13,2025,Abril 2025,743,743,0,311091.0,311091.0,0.0,100.0,100.0,VALIDO,
Neiva,41,41,2025,Abril 2025,643,643,0,122032.0,122032.0,0.0,100.0,100.0,VALIDO,
Armenia,63,63,2025,Abril 2025,765,765,0,116875.0,116875.0,0.0,100.0,100.0,VALIDO,
Santa Marta,47,47,2025,Abril 2025,642,642,0,156569.0,156569.0,0.0,100.0,100.0,VALIDO,
Sincelejo,70,70,2025,Abril 2025,557,557,0,82182.0,82182.0,0.0,100.0,100.0,VALIDO,
Valledupar,20,20,2025,Abril 2025,551,551,0,156096.0,156096.0,0.0,100.0,100.0,VALIDO,
Popayán,19,19,2025,Abril 2025,655,655,0,110198.0,110198.0,0.0,100.0,100.0,VALIDO,
Tunja,15,15,2025,Abril 2025,674,674,0,65340.0,65340.0,0.0,100.0,100.0,VALIDO,
Riohacha,44,44,2025,Abril 2025,551,551,0,52785.0,52785.0,0.0,100.0,100.0,VALIDO,
Florencia,18,18,2025,Abril 2025,668,668,0,61662.0,61662.0,0.0,100.0,100.0,VALIDO,
Quibdó,27,27,2025,Abril 2025,694,694,0,38791.0,38791.0,0.0,100.0,100.0,VALIDO,
Bogotá D.C.,11,11,2025,Agosto 2025,811,811,0,3150319.0,3150319.0,0.0,100.0,100.0,VALIDO,
Medellín A.M.,05,05,2025,Agosto 2025,980,980,0,1583600.0,1583600.0,0.0,100.0,100.0,VALIDO,
Cali A.M.,76,76,2025,Agosto 2025,852,852,0,837628.0,837628.0,0.0,100.0,100.0,VALIDO,
Barranquilla A.M.,08,08,2025,Agosto 2025,638,638,0,600105.0,600105.0,0.0,100.0,100.0,VALIDO,
Bucaramanga A.M.,68,68,2025,Agosto 2025,739,739,0,441330.0,441330.0,0.0,100.0,100.0,VALIDO,
Manizales A.M.,17,17,2025,Agosto 2025,972,972,0,188910.0,188910.0,0.0,100.0,100.0,VALIDO,
Pereira A.M.,66,66,2025,Agosto 2025,967,967,0,250311.0,250311.0,0.0,100.0,100.0,VALIDO,
Cúcuta A.M.,54,54,2025,Agosto 2025,682,682,0,324598.0,324598.0,0.0,100.0,100.0,VALIDO,
Ibagué,73,73,2025,Agosto 2025,595,595,0,198733.0,198733.0,0.0,100.0,100.0,VALIDO,
Pasto,52,52,2025,Agosto 2025,752,752,0,115995.0,115995.0,0.0,100.0,100.0,VALIDO,
Villavicencio,50,50,2025,Agosto 2025,701,701,0,193358.0,193358.0,0.0,100.0,100.0,VALIDO,
Montería,23,23,2025,Agosto 2025,513,513,0,142552.0,142552.0,0.0,100.0,100.0,VALIDO,
Cartagena,13,13,2025,Agosto 2025,740,740,0,313592.0,313592.0,0.0,100.0,100.0,VALIDO,
Neiva,41,41,2025,Agosto 2025,649,649,0,122894.0,122894.0,0.0,100.0,100.0,VALIDO,
Armenia,63,63,2025,Agosto 2025,775,775,0,117763.0,117763.0,0.0,100.0,100.0,VALIDO,
Santa Marta,47,47,2025,Agosto 2025,676,676,0,157840.0,157840.0,0.0,100.0,100.0,VALIDO,
Sincelejo,70,70,2025,Agosto 2025,580,580,0,82802.0,82802.0,0.0,100.0,100.0,VALIDO,
Valledupar,20,20,2025,Agosto 2025,583,583,0,157607.0,157607.0,0.0,100.0,100.0,VALIDO,
Popayán,19,19,2025,Agosto 2025,689,689,0,110936.0,110936.0,0.0,100.0,100.0,VALIDO,
Tunja,15,15,2025,Agosto 2025,672,672,0,65896.0,65896.0,0.0,100.0,100.0,VALIDO,
Riohacha,44,44,2025,Agosto 2025,540,540,0,53456.0,53456.0,0.0,100.0,100.0,VALIDO,
Florencia,18,18,2025,Agosto 2025,689,689,0,62299.0,62299.0,0.0,100.0,100.0,VALIDO,
Quibdó,27,27,2025,Agosto 2025,684,684,0,39031.0,39031.0,0.0,100.0,100.0,VALIDO,
Bogotá D.C.,11,11,2025,Diciembre 2025,807,807,0,3176888.0,3176888.0,0.0,100.0,100.0,VALIDO,
Medellín A.M.,05,05,2025,Diciembre 2025,985,985,0,1601102.0,1601102.0,0.0,100.0,100.0,VALIDO,
Cali A.M.,76,76,2025,Diciembre 2025,820,820,0,844210.0,844210.0,0.0,100.0,100.0,VALIDO,
Barranquilla A.M.,08,08,2025,Diciembre 2025,673,673,0,605089.0,605089.0,0.0,100.0,100.0,VALIDO,
Bucaramanga A.M.,68,68,2025,Diciembre 2025,719,719,0,444842.0,444842.0,0.0,100.0,100.0,VALIDO,
Manizales A.M.,17,17,2025,Diciembre 2025,955,955,0,190454.0,190454.0,0.0,100.0,100.0,VALIDO,
Pereira A.M.,66,66,2025,Diciembre 2025,943,943,0,252244.0,252244.0,0.0,100.0,100.0,VALIDO,
Cúcuta A.M.,54,54,2025,Diciembre 2025,665,665,0,326743.0,326743.0,0.0,100.0,100.0,VALIDO,
Ibagué,73,73,2025,Diciembre 2025,519,519,0,200012.0,200012.0,0.0,100.0,100.0,VALIDO,
Pasto,52,52,2025,Diciembre 2025,721,721,0,116837.0,116837.0,0.0,100.0,100.0,VALIDO,
Villavicencio,50,50,2025,Diciembre 2025,690,690,0,194717.0,194717.0,0.0,100.0,100.0,VALIDO,
Montería,23,23,2025,Diciembre 2025,457,457,0,143676.0,143676.0,0.0,100.0,100.0,VALIDO,
Cartagena,13,13,2025,Diciembre 2025,714,714,0,316150.0,316150.0,0.0,100.0,100.0,VALIDO,
Neiva,41,41,2025,Diciembre 2025,631,631,0,123767.0,123767.0,0.0,100.0,100.0,VALIDO,
Armenia,63,63,2025,Diciembre 2025,772,772,0,118649.0,118649.0,0.0,100.0,100.0,VALIDO,
Santa Marta,47,47,2025,Diciembre 2025,652,652,0,159151.0,159151.0,0.0,100.0,100.0,VALIDO,
Sincelejo,70,70,2025,Diciembre 2025,594,594,0,83426.0,83426.0,0.0,100.0,100.0,VALIDO,
Valledupar,20,20,2025,Diciembre 2025,595,595,0,159157.0,159157.0,0.0,100.0,100.0,VALIDO,
Popayán,19,19,2025,Diciembre 2025,641,641,0,111678.0,111678.0,0.0,100.0,100.0,VALIDO,
Tunja,15,15,2025,Diciembre 2025,626,626,0,66459.0,66459.0,0.0,100.0,100.0,VALIDO,
Riohacha,44,44,2025,Diciembre 2025,533,533,0,54153.0,54153.0,0.0,100.0,100.0,VALIDO,
Florencia,18,18,2025,Diciembre 2025,671,671,0,62958.0,62958.0,0.0,100.0,100.0,VALIDO,
Quibdó,27,27,2025,Diciembre 2025,681,681,0,39277.0,39277.0,0.0,100.0,100.0,VALIDO,
Bogotá D.C.,11,11,2025,Enero 2025,797,797,0,3104505.0,3104505.0,0.0,100.0,100.0,VALIDO,
Medellín A.M.,05,05,2025,Enero 2025,990,990,0,1552918.0,1552918.0,0.0,100.0,100.0,VALIDO,
Cali A.M.,76,76,2025,Enero 2025,846,846,0,826419.0,826419.0,0.0,100.0,100.0,VALIDO,
Barranquilla A.M.,08,08,2025,Enero 2025,629,629,0,591419.0,591419.0,0.0,100.0,100.0,VALIDO,
Bucaramanga A.M.,68,68,2025,Enero 2025,728,728,0,435209.0,435209.0,0.0,100.0,100.0,VALIDO,
Manizales A.M.,17,17,2025,Enero 2025,970,970,0,186179.0,186179.0,0.0,100.0,100.0,VALIDO,
Pereira A.M.,66,66,2025,Enero 2025,934,934,0,246869.0,246869.0,0.0,100.0,100.0,VALIDO,
Cúcuta A.M.,54,54,2025,Enero 2025,663,663,0,320850.0,320850.0,0.0,100.0,100.0,VALIDO,
Ibagué,73,73,2025,Enero 2025,539,539,0,196488.0,196488.0,0.0,100.0,100.0,VALIDO,
Pasto,52,52,2025,Enero 2025,736,736,0,114556.0,114556.0,0.0,100.0,100.0,VALIDO,
Villavicencio,50,50,2025,Enero 2025,696,696,0,190991.0,190991.0,0.0,100.0,100.0,VALIDO,
Montería,23,23,2025,Enero 2025,495,495,0,140605.0,140605.0,0.0,100.0,100.0,VALIDO,
Cartagena,13,13,2025,Enero 2025,728,728,0,309181.0,309181.0,0.0,100.0,100.0,VALIDO,
Neiva,41,41,2025,Enero 2025,643,643,0,121373.0,121373.0,0.0,100.0,100.0,VALIDO,
Armenia,63,63,2025,Enero 2025,773,773,0,116186.0,116186.0,0.0,100.0,100.0,VALIDO,
Santa Marta,47,47,2025,Enero 2025,628,628,0,155603.0,155603.0,0.0,100.0,100.0,VALIDO,
Sincelejo,70,70,2025,Enero 2025,582,582,0,81706.0,81706.0,0.0,100.0,100.0,VALIDO,
Valledupar,20,20,2025,Enero 2025,567,567,0,154929.0,154929.0,0.0,100.0,100.0,VALIDO,
Popayán,19,19,2025,Enero 2025,662,662,0,109633.0,109633.0,0.0,100.0,100.0,VALIDO,
Tunja,15,15,2025,Enero 2025,643,643,0,64913.0,64913.0,0.0,100.0,100.0,VALIDO,
Riohacha,44,44,2025,Enero 2025,515,515,0,52259.0,52259.0,0.0,100.0,100.0,VALIDO,
Florencia,18,18,2025,Enero 2025,652,652,0,61168.0,61168.0,0.0,100.0,100.0,VALIDO,
Quibdó,27,27,2025,Enero 2025,670,670,0,38609.0,38609.0,0.0,100.0,100.0,VALIDO,
Bogotá D.C.,11,11,2025,Febrero 2025,822,822,0,3111149.0,3111149.0,0.0,100.0,100.0,VALIDO,
Medellín A.M.,05,05,2025,Febrero 2025,937,937,0,1557430.0,1557430.0,0.0,100.0,100.0,VALIDO,
Cali A.M.,76,76,2025,Febrero 2025,829,829,0,828036.0,828036.0,0.0,100.0,100.0,VALIDO,
Barranquilla A.M.,08,08,2025,Febrero 2025,682,682,0,592681.0,592681.0,0.0,100.0,100.0,VALIDO,
Bucaramanga A.M.,68,68,2025,Febrero 2025,737,737,0,436098.0,436098.0,0.0,100.0,100.0,VALIDO,
Manizales A.M.,17,17,2025,Febrero 2025,951,951,0,186577.0,186577.0,0.0,100.0,100.0,VALIDO,
Pereira A.M.,66,66,2025,Febrero 2025,946,946,0,247371.0,247371.0,0.0,100.0,100.0,VALIDO,
Cúcuta A.M.,54,54,2025,Febrero 2025,679,679,0,321393.0,321393.0,0.0,100.0,100.0,VALIDO,
Ibagué,73,73,2025,Febrero 2025,569,569,0,196813.0,196813.0,0.0,100.0,100.0,VALIDO,
Pasto,52,52,2025,Febrero 2025,737,737,0,114763.0,114763.0,0.0,100.0,100.0,VALIDO,
Villavicencio,50,50,2025,Febrero 2025,719,719,0,191333.0,191333.0,0.0,100.0,100.0,VALIDO,
Montería,23,23,2025,Febrero 2025,469,469,0,140886.0,140886.0,0.0,100.0,100.0,VALIDO,
Cartagena,13,13,2025,Febrero 2025,736,736,0,309819.0,309819.0,0.0,100.0,100.0,VALIDO,
Neiva,41,41,2025,Febrero 2025,667,667,0,121594.0,121594.0,0.0,100.0,100.0,VALIDO,
Armenia,63,63,2025,Febrero 2025,784,784,0,116416.0,116416.0,0.0,100.0,100.0,VALIDO,
Santa Marta,47,47,2025,Febrero 2025,632,632,0,155926.0,155926.0,0.0,100.0,100.0,VALIDO,
Sincelejo,70,70,2025,Febrero 2025,580,580,0,81865.0,81865.0,0.0,100.0,100.0,VALIDO,
Valledupar,20,20,2025,Febrero 2025,557,557,0,155320.0,155320.0,0.0,100.0,100.0,VALIDO,
Popayán,19,19,2025,Febrero 2025,660,660,0,109823.0,109823.0,0.0,100.0,100.0,VALIDO,
Tunja,15,15,2025,Febrero 2025,671,671,0,65055.0,65055.0,0.0,100.0,100.0,VALIDO,
Riohacha,44,44,2025,Febrero 2025,521,521,0,52436.0,52436.0,0.0,100.0,100.0,VALIDO,
Florencia,18,18,2025,Febrero 2025,646,646,0,61333.0,61333.0,0.0,100.0,100.0,VALIDO,
Quibdó,27,27,2025,Febrero 2025,694,694,0,38669.0,38669.0,0.0,100.0,100.0,VALIDO,
Bogotá D.C.,11,11,2025,Julio 2025,808,808,0,3143819.0,3143819.0,0.0,100.0,100.0,VALIDO,
Medellín A.M.,05,05,2025,Julio 2025,982,982,0,1579366.0,1579366.0,0.0,100.0,100.0,VALIDO,
Cali A.M.,76,76,2025,Julio 2025,855,855,0,836013.0,836013.0,0.0,100.0,100.0,VALIDO,
Barranquilla A.M.,08,08,2025,Julio 2025,668,668,0,598885.0,598885.0,0.0,100.0,100.0,VALIDO,
Bucaramanga A.M.,68,68,2025,Julio 2025,752,752,0,440468.0,440468.0,0.0,100.0,100.0,VALIDO,
Manizales A.M.,17,17,2025,Julio 2025,970,970,0,188531.0,188531.0,0.0,100.0,100.0,VALIDO,
Pereira A.M.,66,66,2025,Julio 2025,950,950,0,249836.0,249836.0,0.0,100.0,100.0,VALIDO,
Cúcuta A.M.,54,54,2025,Julio 2025,680,680,0,324069.0,324069.0,0.0,100.0,100.0,VALIDO,
Ibagué,73,73,2025,Julio 2025,582,582,0,198417.0,198417.0,0.0,100.0,100.0,VALIDO,
Pasto,52,52,2025,Julio 2025,747,747,0,115788.0,115788.0,0.0,100.0,100.0,VALIDO,
Villavicencio,50,50,2025,Julio 2025,683,683,0,193024.0,193024.0,0.0,100.0,100.0,VALIDO,
Montería,23,23,2025,Julio 2025,483,483,0,142276.0,142276.0,0.0,100.0,100.0,VALIDO,
Cartagena,13,13,2025,Julio 2025,762,762,0,312966.0,312966.0,0.0,100.0,100.0,VALIDO,
Neiva,41,41,2025,Julio 2025,641,641,0,122680.0,122680.0,0.0,100.0,100.0,VALIDO,
Armenia,63,63,2025,Julio 2025,777,777,0,117546.0,117546.0,0.0,100.0,100.0,VALIDO,
Santa Marta,47,47,2025,Julio 2025,639,639,0,157519.0,157519.0,0.0,100.0,100.0,VALIDO,
Sincelejo,70,70,2025,Julio 2025,572,572,0,82648.0,82648.0,0.0,100.0,100.0,VALIDO,
Valledupar,20,20,2025,Julio 2025,546,546,0,157231.0,157231.0,0.0,100.0,100.0,VALIDO,
Popayán,19,19,2025,Julio 2025,692,692,0,110753.0,110753.0,0.0,100.0,100.0,VALIDO,
Tunja,15,15,2025,Julio 2025,662,662,0,65758.0,65758.0,0.0,100.0,100.0,VALIDO,
Riohacha,44,44,2025,Julio 2025,562,562,0,53289.0,53289.0,0.0,100.0,100.0,VALIDO,
Florencia,18,18,2025,Julio 2025,669,669,0,62140.0,62140.0,0.0,100.0,100.0,VALIDO,
Quibdó,27,27,2025,Julio 2025,693,693,0,38970.0,38970.0,0.0,100.0,100.0,VALIDO,
Bogotá D.C.,11,11,2025,Junio 2025,796,796,0,3137387.0,3137387.0,0.0,100.0,100.0,VALIDO,
Medellín A.M.,05,05,2025,Junio 2025,976,976,0,1575138.0,1575138.0,0.0,100.0,100.0,VALIDO,
Cali A.M.,76,76,2025,Junio 2025,887,887,0,834427.0,834427.0,0.0,100.0,100.0,VALIDO,
Barranquilla A.M.,08,08,2025,Junio 2025,661,661,0,597669.0,597669.0,0.0,100.0,100.0,VALIDO,
Bucaramanga A.M.,68,68,2025,Junio 2025,736,736,0,439610.0,439610.0,0.0,100.0,100.0,VALIDO,
Manizales A.M.,17,17,2025,Junio 2025,1007,1007,0,188151.0,188151.0,0.0,100.0,100.0,VALIDO,
Pereira A.M.,66,66,2025,Junio 2025,901,901,0,249356.0,249356.0,0.0,100.0,100.0,VALIDO,
Cúcuta A.M.,54,54,2025,Junio 2025,674,674,0,323543.0,323543.0,0.0,100.0,100.0,VALIDO,
Ibagué,73,73,2025,Junio 2025,565,565,0,198101.0,198101.0,0.0,100.0,100.0,VALIDO,
Pasto,52,52,2025,Junio 2025,743,743,0,115584.0,115584.0,0.0,100.0,100.0,VALIDO,
Villavicencio,50,50,2025,Junio 2025,702,702,0,192691.0,192691.0,0.0,100.0,100.0,VALIDO,
Montería,23,23,2025,Junio 2025,518,518,0,142003.0,142003.0,0.0,100.0,100.0,VALIDO,
Cartagena,13,13,2025,Junio 2025,741,741,0,312345.0,312345.0,0.0,100.0,100.0,VALIDO,
Neiva,41,41,2025,Junio 2025,646,646,0,122466.0,122466.0,0.0,100.0,100.0,VALIDO,
Armenia,63,63,2025,Junio 2025,773,773,0,117327.0,117327.0,0.0,100.0,100.0,VALIDO,
Santa Marta,47,47,2025,Junio 2025,660,660,0,157203.0,157203.0,0.0,100.0,100.0,VALIDO,
Sincelejo,70,70,2025,Junio 2025,563,563,0,82495.0,82495.0,0.0,100.0,100.0,VALIDO,
Valledupar,20,20,2025,Junio 2025,563,563,0,156857.0,156857.0,0.0,100.0,100.0,VALIDO,
Popayán,19,19,2025,Junio 2025,673,673,0,110570.0,110570.0,0.0,100.0,100.0,VALIDO,
Tunja,15,15,2025,Junio 2025,640,640,0,65620.0,65620.0,0.0,100.0,100.0,VALIDO,
Riohacha,44,44,2025,Junio 2025,533,533,0,53124.0,53124.0,0.0,100.0,100.0,VALIDO,
Florencia,18,18,2025,Junio 2025,629,629,0,61982.0,61982.0,0.0,100.0,100.0,VALIDO,
Quibdó,27,27,2025,Junio 2025,677,677,0,38910.0,38910.0,0.0,100.0,100.0,VALIDO,
Bogotá D.C.,11,11,2025,Marzo 2025,793,793,0,3117773.0,3117773.0,0.0,100.0,100.0,VALIDO,
Medellín A.M.,05,05,2025,Marzo 2025,991,991,0,1561931.0,1561931.0,0.0,100.0,100.0,VALIDO,
Cali A.M.,76,76,2025,Marzo 2025,835,835,0,829647.0,829647.0,0.0,100.0,100.0,VALIDO,
Barranquilla A.M.,08,08,2025,Marzo 2025,660,660,0,593942.0,593942.0,0.0,100.0,100.0,VALIDO,
Bucaramanga A.M.,68,68,2025,Marzo 2025,732,732,0,436984.0,436984.0,0.0,100.0,100.0,VALIDO,
Manizales A.M.,17,17,2025,Marzo 2025,952,952,0,186973.0,186973.0,0.0,100.0,100.0,VALIDO,
Pereira A.M.,66,66,2025,Marzo 2025,875,875,0,247873.0,247873.0,0.0,100.0,100.0,VALIDO,
Cúcuta A.M.,54,54,2025,Marzo 2025,687,687,0,321933.0,321933.0,0.0,100.0,100.0,VALIDO,
Ibagué,73,73,2025,Marzo 2025,562,562,0,197137.0,197137.0,0.0,100.0,100.0,VALIDO,
Pasto,52,52,2025,Marzo 2025,747,747,0,114970.0,114970.0,0.0,100.0,100.0,VALIDO,
Villavicencio,50,50,2025,Marzo 2025,709,709,0,191676.0,191676.0,0.0,100.0,100.0,VALIDO,
Montería,23,23,2025,Marzo 2025,493,493,0,141168.0,141168.0,0.0,100.0,100.0,VALIDO,
Cartagena,13,13,2025,Marzo 2025,719,719,0,310457.0,310457.0,0.0,100.0,100.0,VALIDO,
Neiva,41,41,2025,Marzo 2025,673,673,0,121814.0,121814.0,0.0,100.0,100.0,VALIDO,
Armenia,63,63,2025,Marzo 2025,751,751,0,116645.0,116645.0,0.0,100.0,100.0,VALIDO,
Santa Marta,47,47,2025,Marzo 2025,656,656,0,156248.0,156248.0,0.0,100.0,100.0,VALIDO,
Sincelejo,70,70,2025,Marzo 2025,567,567,0,82024.0,82024.0,0.0,100.0,100.0,VALIDO,
Valledupar,20,20,2025,Marzo 2025,552,552,0,155708.0,155708.0,0.0,100.0,100.0,VALIDO,
Popayán,19,19,2025,Marzo 2025,664,664,0,110010.0,110010.0,0.0,100.0,100.0,VALIDO,
Tunja,15,15,2025,Marzo 2025,660,660,0,65198.0,65198.0,0.0,100.0,100.0,VALIDO,
Riohacha,44,44,2025,Marzo 2025,521,521,0,52612.0,52612.0,0.0,100.0,100.0,VALIDO,
